,Player,Team Name,Position,Year,Games Played,Games Started,Field Goals Made,Minutes,Free Throws,Points,Blocks,Blocked Attempts,Personal Fouls,Assists,Turnovers,Assists Turnover Ratio,Steals,Three Pointers,Two Pointers,Rebounds
5027,Jonathan Kuminga,Golden State Warriors,F,2021,70,12,236,1185.0,130,652,22,35,146,64,74,0.86,31,50,186,234
5028,Quinndary Weatherspoon,Golden State Warriors,G,2021,11,0,12,73.0,5,30,1,0,15,5,3,1.67,1,1,11,14
5029,Nemanja Bjelica,Golden State Warriors,F,2021,71,0,160,1142.0,59,433,26,19,128,159,87,1.83,41,54,106,294
5030,Isaiah Todd,Washington Wizards,F,2021,12,0,7,74.0,2,20,2,3,4,4,4,1.0,4,4,3,12
5031,Moses Moody,Golden State Warriors,G,2021,52,11,80,607.0,28,228,10,3,43,23,13,1.77,7,40,40,80
5032,Gary Payton II,Golden State Warriors,G,2021,71,16,212,1247.0,35,502,22,9,131,64,40,1.6,96,43,169,247
5033,Stephen Curry,Golden State Warriors,G,2021,64,64,535,2211.0,275,1630,23,39,130,404,206,1.96,85,285,250,335
5034,Otto Porter Jr.,Golden State Warriors,F,2021,63,15,193,1396.0,49,515,29,9,83,94,37,2.54,68,80,113,362
5035,Andrew Wiggins,Golden State Warriors,F,2021,73,73,475,2329.0,149,1256,51,43,158,161,111,1.45,76,157,318,325
5036,Draymond Green,Golden State Warriors,F,2021,46,44,135,1329.0,60,346,50,15,136,320,139,2.3,61,16,119,336
5037,James Wiseman,Golden State Warriors,C,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5038,Andre Iguodala,Golden State Warriors,G-F,2021,31,0,46,603.0,15,124,22,2,34,114,28,4.07,27,17,29,100
5039,Klay Thompson,Golden State Warriors,G,2021,32,32,246,941.0,46,652,17,13,54,88,43,2.05,16,114,132,125
5040,Anthony Davis,Los Angeles Lakers,F-C,2021,40,40,370,1404.0,174,927,90,19,97,122,82,1.49,49,13,357,394
5041,Mac McClung,Los Angeles Lakers,G,2021,1,0,2,22.0,1,6,1,1,5,1,2,0.5,1,1,1,3
5042,Mason Jones,Los Angeles Lakers,G,2021,4,0,7,51.0,12,27,0,0,8,4,1,4.0,2,1,6,10
5043,Sekou Doumbouya,Los Angeles Lakers,F,2021,2,0,5,16.0,3,14,2,1,1,0,2,0.0,3,1,4,6
5044,Stanley Johnson,Los Angeles Lakers,F,2021,48,27,117,1094.0,53,320,14,19,109,80,35,2.29,43,33,84,155
5045,Russell Westbrook,Los Angeles Lakers,G,2021,78,78,548,2678.0,266,1441,20,82,235,550,295,1.86,75,79,469,580
5046,Trevor Ariza,Los Angeles Lakers,F,2021,24,11,33,462.0,10,96,6,3,20,27,11,2.45,13,20,13,82
5047,Rajon Rondo,Los Angeles Lakers,G,2021,18,0,23,289.0,1,55,5,4,25,67,34,1.97,12,8,15,49
5048,Darren Collison,Los Angeles Lakers,G,2021,3,0,2,37.0,0,4,0,0,5,2,1,2.0,1,0,2,4
5049,D.J. Augustin,Los Angeles Lakers,G,2021,21,0,39,373.0,5,112,1,5,22,33,11,3.0,7,29,10,27
5050,Talen Horton-Tucker,Los Angeles Lakers,G,2021,60,19,224,1511.0,100,597,29,28,148,159,82,1.94,59,49,175,193
5051,Avery Bradley,Los Angeles Lakers,G,2021,62,45,148,1406.0,16,394,9,19,118,47,38,1.24,53,82,66,136
5052,Isaiah Thomas,Los Angeles Lakers,G,2021,4,1,12,101.0,8,37,2,1,12,6,5,1.2,0,5,7,8
5053,Austin Reaves,Los Angeles Lakers,G,2021,61,19,146,1418.0,99,444,20,11,87,110,40,2.75,29,53,93,193
5054,Chaundee Brown Jr.,Los Angeles Lakers,G,2021,2,0,1,21.0,0,2,0,1,0,0,1,0.0,0,0,1,2
5055,Kendrick Nunn,Los Angeles Lakers,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5056,Dwight Howard,Los Angeles Lakers,C-F,2021,60,27,134,971.0,96,372,36,22,115,35,47,0.74,34,8,126,356
5057,Jemerrio Jones,Los Angeles Lakers,F,2021,2,0,2,15.0,0,4,0,0,2,0,0,0.0,1,0,2,3
5058,Jordan Poole,Golden State Warriors,G,2021,76,51,474,2283.0,246,1405,23,57,206,304,187,1.63,60,211,263,260
5059,Damion Lee,Golden State Warriors,G-F,2021,63,5,169,1256.0,66,467,6,12,95,63,38,1.66,39,63,106,203
5060,Jae Crowder,Phoenix Suns,F,2021,67,67,217,1886.0,71,632,30,6,173,124,55,2.25,95,127,90,354
5061,Abdel Nader,Phoenix Suns,F,2021,14,0,12,145.0,6,34,4,2,20,7,11,0.64,8,4,8,27
5062,Frank Kaminsky,Phoenix Suns,F-C,2021,9,0,36,181.0,18,95,7,3,14,13,5,2.6,8,5,31,41
5063,Torrey Craig,Phoenix Suns,F,2021,27,2,72,562.0,12,187,17,4,56,33,28,1.18,22,31,41,115
5064,Chris Paul,Phoenix Suns,G,2021,65,65,363,2139.0,169,958,20,12,134,702,153,4.59,121,63,300,283
5065,Bismack Biyombo,Phoenix Suns,C,2021,36,3,86,506.0,38,210,26,7,70,23,25,0.92,12,0,86,167
5066,Cameron Payne,Phoenix Suns,G,2021,58,12,240,1278.0,75,626,17,33,119,282,103,2.74,40,71,169,175
5067,Aaron Holiday,Phoenix Suns,G,2021,22,1,51,358.0,31,149,0,8,32,75,28,2.68,18,16,35,55
5068,Ish Wainright,Phoenix Suns,F,2021,45,0,41,359.0,7,108,6,7,49,15,13,1.15,20,19,22,54
5069,Deandre Ayton,Phoenix Suns,C,2021,58,58,442,1713.0,106,997,40,37,142,84,91,0.92,40,7,435,593
5070,Gabriel Lundberg,Phoenix Suns,G,2021,4,0,5,44.0,0,13,0,2,7,11,3,3.67,3,3,2,7
5071,Jalen Smith,Phoenix Suns,F-C,2021,29,4,63,382.0,40,175,18,8,52,6,22,0.27,6,9,54,139
5072,Elfrid Payton,Phoenix Suns,G,2021,50,1,67,549.0,12,150,6,28,38,99,47,2.11,25,4,63,88
5073,Chandler Hutchison,Phoenix Suns,F-G,2021,6,0,1,22.0,2,4,0,0,1,2,4,0.5,0,0,1,5
5074,Mikal Bridges,Phoenix Suns,F,2021,82,82,458,2854.0,131,1162,36,29,150,185,68,2.72,96,115,343,347
5075,Jeff Dowtin Jr.,Golden State Warriors,G,2021,4,0,3,28.0,0,6,1,0,2,3,1,3.0,0,0,3,7
5076,Wendell Carter Jr.,Orlando Magic,C,2021,62,61,359,1852.0,143,931,43,35,169,171,117,1.46,36,70,289,648
5077,Gary Harris,Orlando Magic,G,2021,61,30,240,1730.0,83,679,9,30,112,108,61,1.77,59,116,124,122
5078,Cassius Winston,Washington Wizards,G,2021,7,0,4,39.0,4,14,0,1,9,7,3,2.33,0,2,2,1
5079,Jordan Schakel,Washington Wizards,G,2021,4,0,1,30.0,2,5,0,2,0,0,1,0.0,1,1,0,8
5080,Bradley Beal,Washington Wizards,G,2021,40,40,348,1439.0,169,928,15,34,95,265,135,1.96,36,63,285,189
5081,Tim Frazier,Orlando Magic,G,2021,10,3,13,200.0,5,37,1,2,24,33,13,2.54,3,6,7,19
5082,Aleem Ford,Orlando Magic,F,2021,5,0,6,74.0,0,14,0,1,7,2,4,0.5,1,2,4,15
5083,Ignas Brazdeikis,Orlando Magic,F,2021,42,1,81,536.0,21,210,3,12,48,37,17,2.18,10,27,54,72
5084,Jalen Suggs,Orlando Magic,G,2021,48,45,198,1307.0,126,564,19,48,142,209,143,1.46,59,42,156,171
5085,Michael Carter-Williams,Orlando Magic,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5086,R.J. Hampton,Orlando Magic,G,2021,64,14,175,1402.0,75,489,13,38,101,158,87,1.82,42,64,111,194
5087,Markelle Fultz,Orlando Magic,G,2021,18,3,83,360.0,25,195,5,13,22,99,40,2.48,20,4,79,49
5088,Hassani Gravett,Orlando Magic,G,2021,8,3,18,171.0,3,50,1,3,13,20,9,2.22,5,11,7,21
5089,Franz Wagner,Orlando Magic,F,2021,79,79,456,2429.0,189,1197,34,85,164,231,119,1.94,68,96,360,356
5090,E'Twaun Moore,Orlando Magic,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5091,Bol Bol,Orlando Magic,C-F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5092,Jeff Dowtin Jr.,Orlando Magic,G,2021,4,0,5,77.0,2,13,0,0,3,7,4,1.75,5,1,4,11
5093,Wayne Ellington,Los Angeles Lakers,G,2021,43,9,98,810.0,9,287,5,4,42,30,19,1.58,23,82,16,77
5094,Kentavious Caldwell-Pope,Washington Wizards,G,2021,77,77,361,2329.0,137,1018,26,22,139,145,97,1.49,83,159,202,261
5095,Tremont Waters,Washington Wizards,G,2021,1,0,1,8.0,0,2,0,0,2,0,0,0.0,1,0,1,0
5096,Kent Bazemore,Los Angeles Lakers,G-F,2021,39,14,45,545.0,13,132,9,0,70,34,21,1.62,25,29,16,69
5097,Malik Monk,Los Angeles Lakers,G,2021,76,37,391,2139.0,93,1048,29,34,138,218,122,1.79,61,173,218,256
5098,Carmelo Anthony,Los Angeles Lakers,F,2021,69,3,319,1793.0,132,919,52,18,166,68,59,1.15,47,149,170,288
5099,Moses Wright,LA Clippers,F,2021,1,0,0,1.0,0,0,0,0,0,1,0,0.0,0,0,0,0
5100,Semi Ojeleye,LA Clippers,F,2021,10,0,12,98.0,13,41,1,3,4,4,4,1.0,2,4,8,16
5101,Norman Powell,LA Clippers,G,2021,5,2,32,125.0,30,107,4,3,14,14,7,2.0,2,13,19,14
5102,Wenyen Gabriel,Los Angeles Lakers,F,2021,19,5,49,311.0,23,127,9,14,57,12,13,0.92,4,6,43,82
5103,Paul George,LA Clippers,F,2021,31,31,268,1077.0,127,754,13,29,74,176,126,1.4,67,91,177,213
5104,Kawhi Leonard,LA Clippers,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5105,Jason Preston,LA Clippers,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5106,Amir Coffey,LA Clippers,F-G,2021,69,30,211,1567.0,101,619,15,28,87,124,45,2.76,38,96,115,197
5107,Nicolas Batum,LA Clippers,F,2021,59,54,179,1462.0,25,491,42,6,80,100,40,2.5,58,108,71,254
5108,Terance Mann,LA Clippers,F-G,2021,81,33,334,2317.0,128,872,21,44,178,209,84,2.49,55,76,258,425
5109,Luke Kennard,LA Clippers,G,2021,70,13,287,1919.0,69,833,6,17,101,146,60,2.43,42,190,97,229
5110,Rodney Hood,LA Clippers,G-F,2021,13,0,12,128.0,4,34,2,0,4,8,4,2.0,3,6,6,10
5111,Eric Bledsoe,LA Clippers,G,2021,54,29,197,1361.0,89,534,19,19,85,225,116,1.94,69,51,146,182
5112,Jay Huff,Los Angeles Lakers,C,2021,4,0,0,20.0,0,0,1,0,1,1,1,1.0,1,0,0,4
5113,DeAndre Jordan,Los Angeles Lakers,C,2021,32,19,60,408.0,12,132,26,6,50,13,21,0.62,10,0,60,172
5114,James Bouknight,Charlotte Hornets,G,2021,31,0,49,304.0,27,142,1,17,29,26,15,1.73,7,17,32,52
5115,P.J. Washington,Charlotte Hornets,F,2021,65,28,250,1768.0,58,668,61,25,152,147,82,1.79,57,110,140,337
5116,Cody Martin,Charlotte Hornets,F,2021,71,11,204,1866.0,75,544,32,28,116,179,61,2.93,88,61,143,285
5117,Scottie Lewis,Charlotte Hornets,G,2021,2,0,0,7.0,1,1,0,0,0,1,0,0.0,1,0,0,0
5118,Kelly Oubre Jr.,Charlotte Hornets,F-G,2021,76,13,410,1999.0,126,1137,31,43,189,84,67,1.25,77,191,219,302
5119,Montrezl Harrell,Charlotte Hornets,F-C,2021,25,0,111,524.0,63,285,12,17,49,49,22,2.23,11,0,111,122
5120,LeBron James,Los Angeles Lakers,F,2021,56,56,640,2084.0,254,1695,59,46,121,349,196,1.78,73,161,479,459
5121,Mason Plumlee,Charlotte Hornets,C,2021,73,73,205,1793.0,67,477,52,29,224,226,100,2.26,61,0,205,565
5122,Nick Richards,Charlotte Hornets,C,2021,50,5,60,367.0,30,150,21,8,51,13,24,0.54,9,0,60,86
5123,Gordon Hayward,Charlotte Hornets,F,2021,49,48,283,1564.0,126,778,22,27,85,177,81,2.19,47,86,197,224
5124,Miles Bridges,Charlotte Hornets,F,2021,80,80,596,2837.0,267,1613,67,62,193,300,150,2.0,74,154,442,559
5125,Isaiah Thomas,Charlotte Hornets,G,2021,17,0,52,219.0,14,141,3,7,22,24,10,2.4,7,23,29,21
5126,LaMelo Ball,Charlotte Hornets,G,2021,75,75,538,2422.0,212,1508,30,51,237,571,245,2.33,119,220,318,501
5127,Terry Rozier,Charlotte Hornets,G,2021,73,73,518,2458.0,150,1408,25,46,119,326,96,3.4,93,222,296,315
5128,Arnoldas Kulboka,Charlotte Hornets,F,2021,2,0,0,5.0,0,0,0,0,1,0,0,0.0,0,0,0,0
5129,Reggie Jackson,LA Clippers,G,2021,75,75,479,2337.0,138,1263,15,38,159,359,173,2.08,55,167,312,271
5130,Xavier Moon,LA Clippers,G,2021,10,0,25,137.0,3,58,3,3,9,24,6,4.0,7,5,20,14
5131,Keon Johnson,LA Clippers,G,2021,15,0,17,135.0,16,53,2,4,21,13,7,1.86,7,3,14,21
5132,Vernon Carey Jr.,Washington Wizards,F-C,2021,3,0,4,27.0,4,12,1,0,3,0,2,0.0,1,0,4,7
5133,Kyle Kuzma,Washington Wizards,F,2021,66,66,423,2204.0,156,1130,57,35,128,233,169,1.38,42,128,295,561
5134,Daniel Gafford,Washington Wizards,F-C,2021,72,53,285,1444.0,107,677,99,39,170,68,65,1.05,30,0,285,407
5135,Joel Ayayi,Washington Wizards,G,2021,7,0,1,20.0,0,2,0,2,0,4,0,0.0,0,0,1,3
5136,Rui Hachimura,Washington Wizards,F,2021,42,13,187,943.0,46,475,9,16,53,48,33,1.45,23,55,132,160
5137,Greg Monroe,Washington Wizards,C,2021,2,0,4,18.0,0,8,1,2,2,1,2,0.5,1,0,4,10
5138,Kristaps Porzingis,Washington Wizards,F-C,2021,17,17,123,479.0,101,376,25,11,49,50,28,1.79,12,29,94,150
5139,Anthony Gill,Washington Wizards,F,2021,44,0,62,463.0,42,180,11,12,58,27,18,1.5,5,14,48,85
5140,Montrezl Harrell,Washington Wizards,F-C,2021,46,3,247,1117.0,149,647,31,21,88,96,50,1.92,18,4,243,309
5141,Aaron Holiday,Washington Wizards,G,2021,41,14,100,663.0,28,251,9,10,60,78,39,2.0,24,23,77,67
5142,Raul Neto,Washington Wizards,G,2021,70,19,204,1372.0,83,526,3,24,104,217,79,2.75,55,35,169,134
5143,Craig Sword,Washington Wizards,G,2021,3,0,3,19.0,0,6,0,0,7,1,1,1.0,4,0,3,0
5144,Tomas Satoransky,Washington Wizards,G,2021,22,10,40,416.0,21,107,4,5,38,108,23,4.7,15,6,34,61
5145,Davis Bertans,Washington Wizards,F,2021,34,0,60,501.0,28,194,6,0,55,16,14,1.14,11,46,14,61
5146,Spencer Dinwiddie,Washington Wizards,G,2021,44,44,185,1330.0,116,556,7,26,107,256,73,3.51,27,70,115,207
5147,Brad Wanamaker,Washington Wizards,G,2021,1,1,2,27.0,3,7,0,0,3,7,0,0.0,2,0,2,4
5148,Corey Kispert,Washington Wizards,F,2021,77,36,234,1801.0,54,634,22,20,93,85,50,1.7,35,112,122,209
5149,Deni Avdija,Washington Wizards,F,2021,82,8,250,1984.0,103,685,44,39,190,167,87,1.92,59,82,168,425
5150,Marcus Morris Sr.,LA Clippers,F,2021,54,54,300,1564.0,129,830,18,22,115,113,69,1.64,28,101,199,239
5151,James Ennis III,LA Clippers,F,2021,2,0,7,28.0,4,20,1,0,4,0,1,0.0,1,2,5,5
5152,Brandon Boston Jr.,LA Clippers,G,2021,51,0,125,760.0,59,343,13,26,43,51,31,1.65,26,34,91,111
5153,Robert Covington,LA Clippers,F,2021,23,2,81,509.0,28,239,28,10,58,24,17,1.41,29,49,32,117
5154,Isaiah Hartenstein,LA Clippers,C-F,2021,68,0,229,1216.0,91,563,77,18,167,160,84,1.9,50,14,215,332
5155,Ivica Zubac,LA Clippers,C,2021,76,76,310,1852.0,165,785,77,43,203,120,114,1.05,36,0,310,644
5156,Wenyen Gabriel,LA Clippers,F,2021,6,0,5,46.0,2,14,2,2,11,2,3,0.67,1,2,3,14
5157,Justise Winslow,LA Clippers,F-G,2021,37,1,63,479.0,25,156,18,14,46,52,37,1.41,21,5,58,133
5158,Serge Ibaka,LA Clippers,F,2021,35,10,94,538.0,20,232,26,10,56,36,33,1.09,7,24,70,150
5159,Jay Scrubb,LA Clippers,G,2021,18,0,18,121.0,7,49,3,0,9,8,7,1.14,4,6,12,16
5160,Thomas Bryant,Washington Wizards,C-F,2021,27,9,77,439.0,35,201,21,7,43,23,19,1.21,6,12,65,108
5161,Ish Smith,Washington Wizards,G,2021,28,0,112,615.0,3,242,13,11,44,146,42,3.48,27,15,97,83
5162,Jordan Goodwin,Washington Wizards,G,2021,2,0,0,6.0,0,0,0,0,1,0,0,0.0,0,0,0,1
5163,Jaime Echenique,Washington Wizards,C,2021,1,0,0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5164,Alize Johnson,Washington Wizards,F,2021,3,0,2,18.0,0,4,0,2,0,0,3,0.0,0,0,2,12
5165,Landry Shamet,Phoenix Suns,G,2021,69,14,191,1437.0,68,573,9,30,92,108,41,2.63,28,123,68,126
5166,JaVale McGee,Phoenix Suns,C-F,2021,74,17,288,1172.0,102,680,81,20,181,42,98,0.43,22,2,286,496
5167,Devin Booker,Phoenix Suns,G,2021,68,68,662,2345.0,315,1822,26,59,180,329,162,2.03,77,183,479,342
5168,Cameron Johnson,Phoenix Suns,F,2021,66,16,279,1730.0,98,822,16,29,113,99,47,2.11,57,166,113,273
5169,PJ Dozier,Denver Nuggets,G,2021,18,0,36,340.0,10,97,6,5,33,29,13,2.23,11,15,21,63
5170,Petr Cornelie,Denver Nuggets,F,2021,13,0,5,38.0,3,14,1,1,7,3,4,0.75,1,1,4,14
5171,Nikola Jokic,Denver Nuggets,C,2021,74,74,764,2476.0,379,2004,63,66,191,584,281,2.08,109,97,667,1019
5172,CJ Elleby,Portland Trail Blazers,F,2021,58,28,121,1174.0,60,339,19,12,116,87,56,1.55,35,37,84,227
5173,Cameron McGriff,Portland Trail Blazers,F,2021,3,0,5,46.0,2,14,1,0,7,3,0,0.0,0,2,3,15
5174,Keljin Blevins,Portland Trail Blazers,G,2021,31,1,34,349.0,6,95,1,6,29,19,17,1.12,13,21,13,45
5175,DeMarcus Cousins,Denver Nuggets,C,2021,31,2,94,431.0,64,276,13,16,93,53,69,0.77,19,24,70,172
5176,Norman Powell,Portland Trail Blazers,G,2021,40,39,247,1333.0,159,746,17,29,92,82,62,1.32,40,93,154,131
5177,Josh Hart,Portland Trail Blazers,G,2021,13,13,92,417.0,44,259,2,11,32,56,33,1.7,16,31,61,70
5178,Nickeil Alexander-Walker,Portland Trail Blazers,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5179,Brandon Williams,Portland Trail Blazers,G,2021,24,16,105,640.0,68,309,10,22,52,94,58,1.62,24,31,74,74
5180,CJ McCollum,Portland Trail Blazers,G,2021,36,36,290,1267.0,48,739,21,30,77,163,70,2.33,36,111,179,153
5181,Reggie Perry,Portland Trail Blazers,F-C,2021,9,1,39,177.0,9,90,6,3,30,12,11,1.09,9,3,36,46
5182,Larry Nance Jr.,Portland Trail Blazers,F,2021,37,11,102,858.0,32,255,13,9,67,73,27,2.7,38,19,83,209
5183,Cody Zeller,Portland Trail Blazers,C,2021,27,0,51,355.0,38,140,6,14,56,22,19,1.16,8,0,51,125
5184,Jusuf Nurkic,Portland Trail Blazers,C,2021,56,56,321,1579.0,185,842,34,46,189,157,143,1.1,62,15,306,619
5185,Bryn Forbes,Denver Nuggets,G,2021,35,1,103,610.0,35,300,2,13,53,34,23,1.48,8,59,44,30
5186,Jeff Green,Denver Nuggets,F,2021,75,63,277,1849.0,165,772,27,26,151,96,71,1.35,28,53,224,231
5187,Michael Porter Jr.,Denver Nuggets,F,2021,9,9,37,265.0,5,89,2,4,16,17,12,1.42,10,10,27,59
5188,Davon Reed,Denver Nuggets,G,2021,48,5,81,668.0,10,209,9,4,63,53,16,3.31,24,37,44,108
5189,Monte Morris,Denver Nuggets,G,2021,75,74,374,2239.0,73,945,14,34,92,333,78,4.27,56,124,250,226
5190,James Ennis III,Denver Nuggets,F,2021,3,0,2,14.0,0,4,0,1,1,3,1,3.0,0,0,2,2
5191,Facundo Campazzo,Denver Nuggets,G,2021,65,4,107,1184.0,60,332,23,9,124,220,67,3.28,63,58,49,117
5192,Zeke Nnaji,Denver Nuggets,F,2021,41,1,96,698.0,41,270,13,19,79,17,23,0.74,16,37,59,147
5193,Rodney McGruder,Denver Nuggets,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5194,Bol Bol,Denver Nuggets,C-F,2021,14,0,15,81.0,2,33,2,1,4,5,4,1.25,1,1,14,20
5195,Carlik Jones,Denver Nuggets,G,2021,2,0,1,4.0,0,2,0,0,0,0,0,0.0,0,0,1,0
5196,Bones Hyland,Denver Nuggets,G,2021,69,4,230,1310.0,107,698,20,38,153,191,86,2.22,41,131,99,188
5197,Markus Howard,Denver Nuggets,G,2021,31,0,39,176.0,20,126,0,9,17,7,7,1.0,9,28,11,12
5198,Rayjon Tucker,Denver Nuggets,G,2021,3,0,1,29.0,3,6,0,0,3,4,0,0.0,1,1,0,4
5199,Will Barton,Denver Nuggets,G,2021,71,71,392,2276.0,102,1043,31,47,114,276,127,2.17,55,157,235,340
5200,Vlatko Cancar,Denver Nuggets,F,2021,15,1,23,176.0,9,62,3,3,18,17,9,1.89,2,7,16,31
5201,Jamal Murray,Denver Nuggets,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5202,Tomas Satoransky,Portland Trail Blazers,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5203,Trendon Watford,Portland Trail Blazers,F,2021,48,10,142,869.0,71,364,28,20,116,81,44,1.84,25,9,133,199
5204,Eric Bledsoe,Portland Trail Blazers,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5205,Taurean Prince,Minnesota Timberwolves,F,2021,69,8,177,1177.0,62,502,23,13,116,68,53,1.28,47,86,91,174
5206,Nathan Knight,Minnesota Timberwolves,F,2021,37,2,45,267.0,44,138,8,12,42,22,18,1.22,7,4,41,85
5207,Jaylen Nowell,Minnesota Timberwolves,G,2021,62,1,196,975.0,72,527,10,16,73,130,36,3.61,27,63,133,123
5208,Greg Monroe,Minnesota Timberwolves,C,2021,4,0,13,81.0,3,29,6,2,9,16,7,2.29,4,0,13,24
5209,Naz Reid,Minnesota Timberwolves,C,2021,77,6,233,1215.0,114,637,71,33,172,71,82,0.87,40,57,176,301
5210,Rayjon Tucker,Minnesota Timberwolves,G,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5211,McKinley Wright IV,Minnesota Timberwolves,G,2021,5,0,2,19.0,0,5,0,0,1,3,1,3.0,0,1,1,0
5212,Patrick Beverley,Minnesota Timberwolves,G,2021,58,54,177,1476.0,96,533,52,23,174,268,73,3.67,67,83,94,240
5213,Jaden McDaniels,Minnesota Timberwolves,F,2021,70,31,255,1803.0,57,647,54,29,224,79,75,1.05,52,80,175,293
5214,Karl-Anthony Towns,Minnesota Timberwolves,C,2021,74,74,642,2476.0,384,1818,83,92,267,269,226,1.19,72,150,492,727
5215,Jordan McLaughlin,Minnesota Timberwolves,G,2021,62,3,88,902.0,30,233,10,14,54,180,38,4.74,57,27,61,94
5216,Chris Silva,Minnesota Timberwolves,F,2021,1,0,0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,1
5217,Jake Layman,Minnesota Timberwolves,F,2021,34,1,30,231.0,13,81,5,4,12,9,10,0.9,7,8,22,36
5218,Anthony Edwards,Minnesota Timberwolves,G,2021,72,72,549,2466.0,220,1533,46,46,164,275,190,1.45,105,215,334,343
5219,Leandro Bolmaro,Minnesota Timberwolves,G,2021,35,2,17,241.0,11,50,0,1,26,21,13,1.62,6,5,12,43
5220,Josh Okogie,Minnesota Timberwolves,G,2021,49,6,42,516.0,35,133,12,10,53,25,23,1.09,26,14,28,70
5221,Jarred Vanderbilt,Minnesota Timberwolves,F,2021,74,67,212,1880.0,86,512,46,41,181,94,73,1.29,99,2,210,624
5222,Greg Brown III,Portland Trail Blazers,F,2021,48,6,81,640.0,44,225,24,18,90,35,36,0.97,26,19,62,135
5223,Dennis Smith Jr.,Portland Trail Blazers,G,2021,37,4,79,638.0,42,206,12,20,52,132,51,2.59,45,6,73,88
5224,Didi Louzada,Portland Trail Blazers,G,2021,7,1,12,122.0,2,35,2,3,13,4,5,0.8,2,9,3,15
5225,Nassir Little,Portland Trail Blazers,F-G,2021,42,23,145,1088.0,69,410,36,14,82,54,40,1.35,25,51,94,236
5226,Anfernee Simons,Portland Trail Blazers,G,2021,57,30,353,1681.0,103,988,6,37,110,221,115,1.92,30,179,174,151
5227,Joe Ingles,Portland Trail Blazers,F,2021,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
5228,Kris Dunn,Portland Trail Blazers,G,2021,14,3,44,336.0,17,106,3,11,38,79,32,2.47,23,1,43,49
5229,Damian Lillard,Portland Trail Blazers,G,2021,29,29,222,1056.0,159,695,11,22,37,212,83,2.55,17,92,130,120
5230,Keon Johnson,Portland Trail Blazers,G,2021,22,12,79,562.0,25,214,10,19,48,63,39,1.62,21,31,48,60
5231,Robert Covington,Portland Trail Blazers,F,2021,48,40,128,1431.0,30,365,63,18,132,68,58,1.17,74,79,49,274
5232,Ben McLemore,Portland Trail Blazers,G,2021,64,6,216,1285.0,72,655,10,21,103,59,55,1.07,38,151,65,103
5233,Tony Snell,Portland Trail Blazers,G,2021,38,10,36,546.0,3,99,7,3,44,20,11,1.82,8,24,12,72
5234,Jarron Cumberland,Portland Trail Blazers,G,2021,3,0,1,12.0,0,2,0,0,2,1,0,0.0,0,0,1,3
5235,Drew Eubanks,Portland Trail Blazers,F-C,2021,22,22,137,650.0,40,318,10,9,61,35,35,1.0,18,4,133,186
5236,Justise Winslow,Portland Trail Blazers,F-G,2021,11,10,47,295.0,14,118,7,9,21,32,12,2.67,14,10,37,69
5237,Elijah Hughes,Portland Trail Blazers,G,2021,22,3,32,322.0,4,83,7,3,32,16,10,1.6,10,15,17,41
5238,Austin Rivers,Denver Nuggets,G,2021,67,18,146,1480.0,32,403,6,13,121,90,54,1.67,51,79,67,114
5239,JT Thor,Charlotte Hornets,F,2021,33,0,24,262.0,12,67,11,2,26,19,10,1.9,8,7,17,43
5240,JaMychal Green,Denver Nuggets,F,2021,67,8,159,1085.0,81,432,26,31,158,59,57,1.04,43,33,126,281
5241,Ty Jerome,Oklahoma City Thunder,G,2021,48,4,124,801.0,38,340,5,18,73,109,37,2.95,30,54,70,78
5242,Jordan Clarkson,Utah Jazz,G,2021,79,1,466,2141.0,144,1266,16,40,149,194,129,1.5,66,190,276,273
5243,Elijah Hughes,Utah Jazz,G,2021,14,1,15,112.0,3,43,1,0,7,6,7,0.86,4,10,5,17
5244,Jared Butler,Utah Jazz,G,2021,42,1,61,360.0,11,161,8,5,47,63,33,1.91,17,28,33,45
5245,Danuel House Jr.,Utah Jazz,F-G,2021,25,6,55,491.0,27,171,12,7,35,25,15,1.67,16,34,21,68
5246,Xavier Sneed,Utah Jazz,F,2021,7,0,2,31.0,0,5,0,0,0,1,0,0.0,0,1,1,4
